사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,
2021-04,우이신설선,701,솔밭공원,"40,130","36,702","24,366","25,897",
2021-04,우이신설선,702,4.19민주묘지,"49,521","48,761","32,759","29,552",
2021-04,우이신설선,703,가오리,"68,181","65,800","40,572","41,093",
2021-04,우이신설선,704,화계,"54,090","48,584","35,265","35,651",
2021-04,우이신설선,705,삼양,"30,428","31,786","23,713","26,003",
2021-04,우이신설선,706,삼양사거리,"33,424","34,977","31,090","31,292",
2021-04,우이신설선,707,솔샘,"115,702","105,734","31,947","33,533",
2021-04,우이신설선,708,북한산보국문,"123,752","115,101","38,266","38,626",
2021-04,우이신설선,709,정릉,"81,473","73,641","39,641","37,915",
2021-04,우이신설선,710,성신여대입구(돈암),"60,322","70,527","25,639","24,373",
2021-04,우이신설선,711,보문,"26,929","27,259","13,020","13,000",
2021-04,우이신설선,712,신설동,"34,869","36,213","23,215","20,795",
